1,0,3
2,1,4
3,1,11
4,1,14
5,1,15
6,0,19
7,1,21
8,0,23
9,0,24
10,0,25
11,1,26
12,1,30
13,0,31
14,0,32
15,0,35
16,0,43
17,1,44
18,0,49
19,0,55
20,1,57
21,0,59
22,1,67
23,0,70
24,0,82
25,1,85
26,0,86
27,1,88
28,0,89
29,0,90
30,1,92
31,0,94
32,1,97
33,1,100
34,0,105
35,1,106
36,1,109
37,1,110
38,0,113
39,1,116
40,0,124
41,0,125
42,0,132
43,1,133
44,0,141
45,1,146
46,0,147
47,0,150
48,0,151
49,1,155
50,1,162
51,0,164
52,1,165
53,0,167
54,0,168
55,0,170
56,0,172
57,0,173
58,1,174
59,1,178
60,1,180
61,0,182
62,0,183
63,1,187
64,0,189
65,0,191
66,0,199
67,1,204
68,1,206
69,1,211
70,0,214
71,0,219
72,1,238
73,1,239
74,1,242
75,1,245
76,1,248
77,0,250
78,0,255
79,1,263
80,0,264
81,1,269
82,1,271
83,1,272
84,0,273
85,0,277
86,1,279
87,0,280
88,1,281
89,1,284
90,1,286
91,0,288
92,0,291
93,0,296
94,1,301
95,1,304
96,1,307
97,1,316
98,1,319
99,0,327
100,0,336
101,0,337
102,0,339
103,0,342
104,1,343
105,0,348
106,0,350
107,0,360
108,0,361
109,1,362
110,0,364
111,1,371
112,1,374
113,1,378
114,1,383
115,0,384
116,1,387
117,1,388
118,0,393
119,1,397
120,0,400
