1,85
2,1
3,44
4,95
5,161
6,280
7,196
8,129
9,175
10,230
11,96
12,94
13,295
14,153
15,7
16,66
17,32
18,92
19,17
20,245
21,56
22,194
23,279
24,296
25,104
26,150
27,135
28,262
29,281
30,80
31,91
32,67
33,151
34,234
35,183
36,149
37,62
38,121
39,103
40,159
41,40
42,209
43,93
44,250
45,46
46,214
47,75
48,53
49,236
50,158
51,226
52,28
53,74
54,244
55,275
56,216
57,267
58,203
59,220
60,139
61,83
62,249
63,221
64,176
65,107
66,291
67,278
68,215
69,69
70,264
71,43
72,229
73,156
74,71
75,111
76,84
77,199
78,49
79,162
80,243
81,33
82,6
83,185
84,77
85,269
86,124
87,178
88,276
89,173
90,213
91,12
92,38
93,15
94,177
95,109
96,45
97,37
98,240
99,20
100,10
101,193
102,117
103,125
104,2
105,152
106,197
107,225
108,166
109,47
110,18
111,143
112,88
113,147
114,112
115,251
116,248
117,24
118,238
119,81
120,283
121,61
122,113
123,232
124,165
125,16
126,198
127,289
128,272
129,54
130,263
131,36
132,253
133,98
134,182
135,97
136,27
137,23
138,164
139,148
140,208
141,266
142,14
143,273
144,50
145,126
146,206
147,110
148,277
149,217
150,191
151,204
152,72
153,290
154,167
155,163
156,242
157,19
158,287
159,228
160,39
161,11
162,145
163,35
164,30
165,261
166,123
167,146
168,29
169,189
170,141
171,184
172,154
173,90
174,210
175,274
176,285
177,4
178,55
179,116
180,168
181,122
182,260
183,155
184,223
185,59
186,26
187,31
188,239
189,224
190,70
191,76
192,211
193,86
194,284
195,205
196,170
197,34
198,222
199,200
200,292
201,212
202,241
203,101
204,160
205,51
206,246
207,252
208,134
209,114
210,41
211,195
212,87
213,271
214,227
215,130
216,115
217,187
218,192
219,68
220,235
221,57
222,171
223,144
224,3
225,256
226,136
227,181
228,142
229,180
230,138
231,106
232,169
233,282
234,157
235,128
236,64
237,52
238,231
239,247
240,63
241,179
242,270
243,132
244,79
245,108
246,102
247,174
248,133
249,255
250,22
251,237
252,78
253,65
254,8
255,137
256,233
257,9
258,131
259,188
260,172
261,140
262,218
263,48
264,73
265,42
266,186
267,25
268,259
269,60
270,127
271,105
272,254
273,294
274,82
275,201
276,118
277,288
278,258
279,89
280,265
281,5
282,13
283,268
284,190
285,119
286,293
287,219
288,286
289,120
290,100
291,202
292,58
293,207
294,99
295,257
296,21
