0,0
1,567
2,568
3,569
4,570
5,571
6,572
7,573
8,574
9,575
10,576
11,577
12,578
13,579
14,580
15,581
16,582
17,583
18,584
19,585
20,586
21,587
22,588
23,589
24,590
25,591
26,592
27,593
28,594
29,595
30,596
31,597
32,598
33,599
34,600
35,601
36,602
37,603
38,604
39,605
40,606
41,607
42,608
43,609
44,610
45,611
46,612
47,613
48,614
49,615
50,616
51,617
52,618
53,619
54,620
55,621
56,622
57,623
58,624
59,625
60,626
61,627
62,628
63,629
64,630
65,631
66,632
67,633
68,634
69,635
70,636
71,637
72,638
73,639
74,640
75,641
76,642
77,643
78,644
79,645
80,646
81,647
82,648
83,649
84,650
85,651
86,652
87,653
88,654
89,655
90,656
91,657
92,658
93,659
94,660
95,661
96,662
97,663
98,664
99,665
100,666
101,667
102,668
103,669
104,670
105,671
106,672
107,673
108,674
109,675
110,676
111,677
112,678
113,679
114,680
115,681
116,682
117,683
118,684
119,685
120,686
121,687
122,688
123,689
124,690
125,691
126,692
127,693
128,694
129,695
130,696
131,697
132,698
133,699
134,700
135,701
136,702
137,703
138,704
139,705
140,706
141,707
142,708
143,709
144,710
145,711
146,712
147,713
148,714
149,715
150,716
151,717
152,718
153,719
154,720
155,721
156,722
157,723
158,724
159,725
160,726
161,727
162,728
163,729
164,730
165,731
166,732
167,733
168,734
169,735
170,736
171,737
172,738
173,739
174,740
175,741
176,742
177,743
178,744
179,745
180,746
181,747
182,748
183,749
184,750
185,751
186,752
187,753
188,754
189,755
190,756
191,757
192,758
193,759
194,760
195,761
196,762
197,763
198,764
199,765
200,766
201,767
202,768
203,769
204,770
205,771
206,772
207,773
208,774
209,775
210,776
211,777
212,778
213,779
214,780
215,781
216,782
217,783
218,784
219,785
220,786
221,787
222,788
223,789
224,790
225,791
226,792
227,793
228,794
229,795
230,796
231,797
232,798
233,799
234,800
235,801
236,802
237,803
238,804
239,805
240,806
241,807
242,808
243,809
244,810
245,811
246,812
247,813
248,814
249,815
250,816
251,817
252,818
253,819
254,820
255,821
256,822
257,823
258,824
259,825
260,826
261,827
262,828
263,829
264,830
265,831
266,832
267,833
268,834
269,835
270,836
271,837
272,838
273,839
274,840
275,841
276,842
277,843
278,844
279,845
280,846
281,847
282,848
283,849
284,850
285,851
286,852
287,853
288,854
289,855
290,856
291,857
292,858
293,859
294,860
295,861
296,862
297,863
298,864
299,865
300,866
301,867
302,868
303,869
304,870
305,871
306,872
307,873
308,874
309,875
310,876
311,877
312,878
313,879
314,880
315,881
316,882
317,883
318,884
319,885
320,886
321,887
322,888
323,889
324,890
325,891
326,892
327,893
328,894
329,895
330,896
331,897
332,898
333,899
334,900
335,901
336,902
337,903
338,904
339,905
340,906
341,907
342,908
343,909
344,910
345,911
346,912
347,913
348,914
349,915
350,916
351,917
352,918
353,919
354,920
355,921
356,922
357,923
358,924
359,925
360,926
361,927
362,928
363,929
364,930
365,931
366,932
367,933
368,934
369,935
370,936
371,937
372,938
373,939
374,940
375,941
376,942
377,943
378,944
379,945
380,946
381,947
382,948
383,949
384,950
385,951
386,952
387,953
388,954
389,955
390,956
391,957
392,958
393,959
394,960
395,961
396,962
397,963
398,964
399,965
400,966
401,967
402,968
403,969
404,970
405,971
406,972
407,973
408,974
409,975
410,976
411,977
412,978
413,979
414,980
415,981
416,982
417,983
418,984
419,985
420,986
421,987
422,988
423,989
424,990
425,991
426,992
427,993
428,994
429,995
430,996
431,997
432,998
433,999
434,1000
435,1001
436,1002
437,1003
438,1004
439,1005
440,1006
441,1007
442,1008
443,1009
444,1010
445,1011
446,1012
447,1013
448,1014
449,1015
450,1016
451,1017
452,1018
453,1019
454,1020
455,1021
456,1022
457,1023
458,1024
459,1025
460,1026
461,1027
462,1028
463,1029
464,1030
465,1031
466,1032
467,1033
468,1034
469,1035
470,1036
471,1037
472,1038
473,1039
474,1040
475,1041
476,1042
477,1043
478,1044
479,1045
480,1046
481,1047
482,1048
483,1049
484,1050
485,1051
486,1052
487,1053
488,1054
489,1055
490,1056
491,1057
492,1058
493,1059
494,1060
495,1061
496,1062
497,1063
498,1064
499,1065
500,1066
