21,1940339
337,8321319
168,4750048
252,3167966
37,2543303
356,6971300
39,1507508
36,6075458
145,8213881
47,3061429
320,4097729
125,3959329
270,2122435
191,5021812
257,9252349
74,1023858
260,7608801
255,254956
147,1130893
120,2529878
95,4207078
136,9049134
239,1071381
299,856055
182,8657630
124,1489778
70,7852673
339,1215835
193,3918529
221,5659840
82,5079082
77,7240032
3,1057522
356,1169109
399,1342264
240,5373759
375,6699619
335,1128589
283,7411800
139,1377661
113,1314111
361,9003317
191,7344354
54,2104036
36,4913246
263,1036170
264,8625408
325,2130536
214,8613504
224,2819171
17,1115102
197,3608821
12,2339094
12,8592926
212,4753637
348,8620720
164,3932857
88,1606718
35,7497129
149,2498698
112,6467515
241,6326948
130,1195590
272,1856777
340,7318225
301,8838735
41,7679551
254,3821014
21,4357276
254,1450250
265,9032782
146,8443407
369,3286638
393,2195152
298,1259419
147,5452193
94,4806232
137,6210909
45,4344137
183,3162795
334,2683398
55,2949657
17,4843284
27,4142344
251,5842501
88,7085278
59,4030503
303,9203732
56,2195899
234,1862384
144,8127483
301,3233344
266,9177240
327,6605865
151,7622232
185,7161172
21,6901949
398,6716918
241,8335184
371,669202
146,8670386
40,2696034
299,1423893
350,400627
180,4632377
214,2491332
158,882061
253,7877478
377,2010905
224,3182987
5,3715386
371,334828
186,3943254
210,1321352
161,8977723
279,1948169
8,2904894
272,9069469
177,7035650
272,1995132
104,7847433
324,2073291
214,7461275
371,6813683
117,7081440
348,3244902
303,4191689
335,1513669
250,1999760
107,7681669
6,3227054
55,9250510
366,8221631
308,4046755
109,3941593
43,1181058
88,1180049
399,5145922
160,6972099
168,3770449
324,5946110
216,5072356
252,5548595
124,6201348
374,6264818
160,821283
175,6600163
166,5738757
79,2776677
394,2639485
279,2404935
312,3343078
376,5085981
73,6826483
147,8548561
356,8322536
139,6590523
225,4858576
102,8466906
324,6299056
68,6128202
1,2942001
229,6289883
298,2176873
299,7849233
54,8051182
40,6862857
277,3813123
223,7271076
391,5901855
73,385195
65,5972331
154,2494258
346,8494535
253,1087449
232,5944175
16,5170005
286,7360493
293,9120904
385,4565337
341,4838648
271,8711743
209,9142683
311,3088037
277,1847447
383,1786829
152,2378300
122,3285039
19,5428696
234,8901712
372,8662831
142,8089887
238,8875083
132,3869070
297,2188463
95,3328095
220,5118107
286,6909550
301,1850541
62,7736331
366,8413699
206,1656788
232,1152878
154,5769453
111,2824005
327,3506037
283,6052798
343,5551757
341,2302197
304,9051575
309,7095683
260,2121999
188,2035489
376,7775740
228,4646330
102,5581411
125,7848338
96,6432934
359,7593272
398,1475244
54,5350807
377,7242561
12,5322899
361,2717245
205,913615
36,3597439
324,1165482
173,3439957
399,8034315
16,4406153
77,480331
327,2939414
238,8871918
89,7641912
164,3897555
291,5329270
208,4503866
195,4776763
10,3765162
59,6351913
213,5361893
305,332582
146,2323062
141,8122536
379,6186271
297,2727729
367,1644966
3,5527319
